Team,First Name,Last Name,Position,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch in Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on Run
Jets,Shonn,Greene,HB,82,86,91,79,83,78,61,88,30,30,25,25,35,39,20,84,55,94,96,87,93,62,91,95,88,82,45,10,10,11,40,20,15,20,45,50,40,20,20,60,35,30,20,15,15
Jets,Joe,McKnight,HB,73,93,95,59,94,65,74,71,30,30,25,25,28,33,49,87,85,85,91,70,52,91,74,50,88,94,35,10,47,50,65,32,20,25,64,75,67,37,20,65,35,30,20,15,15
Jets,Bilal,Powell,HB,62,86,87,74,80,42,64,74,35,33,25,26,35,46,44,74,65,88,85,75,82,61,69,86,88,74,39,10,10,35,40,28,12,12,55,65,47,15,15,65,35,30,20,15,15
Jets,Terrance,Ganaway,HB,61,84,86,73,76,41,52,82,21,20,14,21,55,60,40,90,35,95,94,80,87,65,72,75,71,66,59,10,10,45,35,20,10,15,44,50,33,20,20,65,35,30,20,15,15
Jets,Josh,Brown,K,79,60,64,25,55,82,27,40,30,18,96,80,21,19,15,30,10,90,84,65,10,17,10,10,10,10,21,10,10,15,22,30,10,30,15,15,15,12,10,15,35,30,25,20,20
Jets,Nick,Folk,K,72,58,60,55,60,71,40,50,55,50,87,85,15,15,25,50,10,82,75,65,10,30,25,15,20,25,20,15,20,25,35,25,15,20,12,10,10,12,10,12,35,30,25,20,20
Jets,Quinton,Coples,LE,75,80,82,82,83,49,40,40,15,16,11,12,45,45,82,81,10,96,84,75,45,27,32,49,10,10,45,88,73,81,75,45,24,35,15,15,15,85,20,20,5,5,5,5,5
Jets,Jay,Richardson,LE,72,74,82,82,69,75,12,40,30,30,20,20,45,45,78,80,10,88,84,77,30,15,25,30,15,20,45,68,55,74,77,69,30,40,15,10,10,66,25,12,5,5,5,5,5
Jets,Brett,Roy,LE,61,70,73,85,63,57,34,40,14,20,16,18,45,45,75,79,10,91,77,78,26,11,10,10,10,10,45,82,53,61,79,49,15,31,12,10,10,70,10,12,5,5,5,5,5
Jets,Matt,Slauson,LG,75,53,67,89,44,73,28,40,24,23,26,28,82,79,42,27,10,84,81,95,10,20,10,10,10,10,79,10,10,30,35,23,11,13,15,15,15,20,10,15,5,5,5,5,5
Jets,Caleb,Schlauderaff,LG,63,56,67,85,51,54,19,40,19,32,19,12,80,72,23,35,10,91,73,84,10,21,10,10,10,10,69,10,10,23,31,25,18,10,15,15,15,20,10,15,5,5,5,5,5
Jets,Robert,Griffin,LG,59,62,65,90,53,44,25,40,17,19,15,18,77,72,38,67,10,87,75,82,20,12,10,15,10,10,63,10,10,35,35,10,12,12,20,20,20,20,10,25,5,5,5,5,5
Jets,Bryan,Thomas,LOLB,79,77,86,76,75,77,31,65,20,22,14,14,45,45,79,46,10,87,79,70,10,18,20,10,10,12,45,74,87,79,89,76,55,70,15,15,15,75,60,15,5,5,5,5,5
Jets,Garrett,McIntyre,LOLB,65,76,79,75,74,66,49,50,25,25,20,20,45,45,78,67,15,91,85,80,55,20,22,54,30,35,45,74,54,75,72,64,45,52,15,15,15,78,59,12,5,5,5,5,5
Jets,D'Brickashaw,Ferguson,LT,90,68,90,88,72,87,15,40,26,40,35,8,85,94,24,67,14,98,90,85,10,35,10,10,10,10,89,10,10,24,25,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Jets,Stephon,Heyer,LT,74,49,62,93,49,77,25,40,25,25,20,20,87,79,15,55,10,89,72,70,10,12,10,10,10,10,79,10,10,13,25,20,12,12,12,10,10,12,10,12,5,5,5,5,5
Jets,David,Harris,MLB,89,79,85,81,77,90,57,65,25,30,18,20,45,45,89,74,10,96,95,81,45,25,25,45,25,35,45,76,48,95,93,91,65,78,45,40,15,88,55,15,5,5,5,5,5
Jets,Bart,Scott,MLB,87,76,81,83,75,95,31,65,17,13,19,10,45,45,87,59,10,92,93,85,42,33,24,25,30,45,45,82,69,86,87,95,45,65,20,20,15,93,77,35,5,5,5,5,5
Jets,Josh,Mauga,MLB,66,76,82,68,81,63,55,54,19,22,24,21,45,45,78,70,10,75,87,87,44,48,42,35,10,30,45,70,65,72,85,70,50,60,20,15,15,75,45,25,5,5,5,5,5
Jets,Demario,Davis,MLB,61,87,93,85,88,46,45,62,25,25,26,20,45,45,72,90,10,95,87,72,45,40,20,45,15,25,45,66,68,64,88,58,55,69,15,15,15,82,40,12,5,5,5,5,5
Jets,Nick,Bellore,MLB,60,73,76,77,72,56,40,50,25,25,20,20,45,45,84,65,10,87,82,75,45,20,25,47,30,30,45,64,45,73,67,71,44,56,15,15,15,72,50,12,5,5,5,5,5
Jets,T.J.,Conley,P,68,64,66,55,62,64,20,45,50,44,94,86,30,23,32,50,10,92,80,65,10,34,45,10,40,53,30,10,10,23,23,26,19,15,12,10,10,25,10,12,30,30,25,20,20
Jets,Mark,Sanchez,QB,80,69,73,59,70,74,65,49,88,80,15,18,18,12,19,64,10,87,94,77,53,67,70,28,60,62,18,10,10,19,24,25,13,19,73,25,15,12,10,15,86,80,71,80,75
Jets,Tim,Tebow,QB,77,81,90,83,88,78,62,88,87,72,22,20,55,45,55,88,10,97,96,98,86,75,97,82,77,79,60,10,10,45,52,22,10,15,20,20,22,12,10,15,74,67,80,62,80
Jets,Greg,McElroy,QB,66,64,69,49,59,57,15,54,78,82,18,26,18,22,19,54,10,90,95,96,22,35,40,25,39,40,18,10,10,11,20,15,11,15,15,15,15,12,10,15,84,78,67,59,75
Jets,G.J.,Kinne,QB,61,81,85,68,76,44,40,72,83,74,12,12,11,14,28,77,10,97,92,88,65,70,73,35,65,71,11,10,10,21,19,31,13,12,30,19,16,12,10,15,70,79,69,41,78
Jets,Matt,Simms,QB,61,76,74,55,72,35,25,65,87,72,18,26,18,22,19,71,10,85,87,75,35,45,55,22,55,60,18,10,10,11,20,15,15,10,10,10,12,12,10,15,73,75,68,65,75
Jets,Muhammad,Wilkerson,RE,81,72,78,91,76,73,29,40,24,12,15,17,45,45,88,70,10,94,81,85,30,20,10,10,10,10,45,86,54,91,83,74,15,18,12,10,10,67,10,12,5,5,5,5,5
Jets,Mike,Devito,RE,78,63,75,88,64,85,20,40,30,30,25,25,45,45,88,50,10,91,83,70,25,15,10,10,10,10,45,74,52,86,79,88,15,20,15,15,15,65,14,15,5,5,5,5,5
Jets,Marcus,Dixon,RE,69,64,78,85,59,72,30,40,20,25,25,21,45,45,79,70,10,90,78,70,25,12,10,10,10,10,45,75,65,82,69,55,15,25,12,10,10,55,10,12,10,10,10,10,10
Jets,Brandon,Moore,RG,89,57,69,90,58,86,26,40,24,23,26,28,84,91,50,45,10,84,85,88,10,24,10,10,10,10,83,10,10,35,25,23,6,13,15,15,15,20,10,15,5,5,5,5,5
Jets,Dennis,Landolt,RG,60,49,77,83,62,39,27,25,27,20,18,15,83,70,33,45,10,87,76,88,10,18,10,10,10,10,76,10,10,33,30,26,25,23,15,20,17,30,15,22,5,5,5,5,5
Jets,Calvin,Pace,ROLB,84,79,86,81,75,84,49,60,14,26,19,19,45,45,89,59,10,92,85,84,33,31,15,24,10,43,45,82,64,86,88,83,52,62,15,15,10,86,60,15,5,5,5,5,5
Jets,Aaron,Maybin,ROLB,74,84,94,72,77,71,38,40,12,15,14,12,45,45,72,75,10,90,81,77,20,65,25,10,50,10,45,76,94,78,93,66,32,43,20,15,15,75,20,25,5,5,5,5,5
Jets,Ricky,Sapp,ROLB,55,85,94,67,82,46,37,45,30,30,30,30,45,45,60,85,10,65,74,79,45,55,35,50,25,30,45,60,88,65,87,35,28,52,15,10,10,76,30,12,7,6,5,4,3
Jets,Wayne,Hunter,RT,74,51,62,88,45,75,12,13,10,12,6,5,82,74,25,50,10,85,80,81,29,19,10,10,10,10,74,30,30,25,29,26,12,9,15,15,15,20,10,15,5,5,5,5,5
Jets,Ray,Willis,RT,74,54,59,92,56,69,12,40,12,13,14,13,85,72,25,49,10,88,85,73,27,17,10,10,10,10,74,30,30,25,30,16,9,16,15,15,15,20,10,15,5,5,5,5,5
Jets,Vladimir,Ducasse,RT,71,53,78,93,60,43,12,25,25,30,22,21,85,84,32,55,10,92,76,92,10,20,10,14,10,10,72,10,10,39,25,10,12,12,12,10,10,32,10,12,5,5,5,5,5
Jets,Yeremiah,Bell,SS,80,84,82,74,80,73,37,60,30,23,21,19,45,45,81,80,40,87,93,84,49,42,25,15,61,66,45,35,47,79,88,75,52,65,34,25,15,91,36,20,5,5,5,5,5
Jets,Josh,Bush,SS,67,88,85,56,82,53,68,65,21,22,17,19,45,45,62,84,33,85,89,88,55,61,69,38,66,70,45,40,45,59,65,69,65,78,60,55,15,61,70,25,5,5,5,5,5
Jets,Antonio,Allen,SS,65,83,86,58,79,48,55,65,30,18,17,12,45,45,81,85,35,83,92,84,54,33,62,28,60,62,45,49,70,66,67,62,48,71,39,55,15,71,83,15,5,5,5,5,5
Jets,Dustin,Keller,TE,85,86,88,68,85,80,87,77,35,35,30,30,52,51,25,88,65,92,88,87,65,62,70,65,74,80,66,10,10,20,45,20,15,20,82,86,87,12,18,85,15,10,5,5,10
Jets,Jeff,Cumberland,TE,64,85,79,75,76,63,67,63,20,20,15,15,64,63,48,70,15,86,82,74,66,43,59,68,60,65,61,10,10,48,35,17,19,18,60,65,48,20,10,70,15,10,5,5,10
Jets,Brian,Linthicum,TE,62,72,74,83,69,49,74,61,20,25,24,22,55,52,46,73,5,77,88,80,65,48,67,81,64,49,64,10,10,40,42,15,12,13,68,79,60,20,10,63,15,10,5,5,10
Jets,Dedrick,Epps,TE,57,79,85,60,82,54,68,60,29,22,20,11,52,42,45,83,10,88,86,70,66,60,65,72,74,72,53,10,10,35,42,11,11,11,60,70,49,12,10,73,15,10,5,5,10
Jets,Tanner,Purdum,TE,51,66,69,75,62,52,58,65,11,15,15,15,75,65,46,57,5,92,75,80,55,30,45,60,40,42,71,10,10,35,50,19,15,29,35,52,47,49,25,65,15,10,5,5,10
Jets,Santonio,Holmes,WR,86,95,96,55,95,87,87,66,28,40,13,15,40,34,25,88,65,93,91,79,49,94,91,31,92,95,38,10,10,25,45,26,11,20,95,74,87,15,15,74,15,10,5,5,10
Jets,Chaz,Schilens,WR,74,92,94,60,89,67,79,72,70,65,30,30,30,30,30,94,70,66,88,70,48,48,80,45,72,80,35,10,10,20,45,20,11,25,82,75,74,12,18,78,10,10,10,10,10
Jets,Stephen,Hill,WR,68,96,94,58,86,47,77,71,45,35,14,22,66,55,33,93,42,95,87,75,67,65,74,66,79,87,70,10,10,25,35,20,15,25,94,78,49,15,15,84,15,10,5,5,10
Jets,Jeremy,Kerley,WR,67,88,95,42,94,61,75,62,62,49,22,24,29,26,25,82,80,92,88,75,36,92,80,30,85,93,25,10,10,20,24,27,19,22,82,76,71,15,15,42,49,47,44,25,67
Jets,Patrick,Turner,WR,65,81,86,65,81,46,72,71,36,40,12,31,42,35,44,89,30,88,89,84,59,72,65,67,65,72,49,20,20,44,55,40,16,35,78,84,63,12,10,86,15,10,5,5,10
Jets,Jordan,White,WR,63,82,89,57,83,54,85,61,30,32,16,15,42,40,28,87,66,84,94,88,63,61,74,69,75,70,42,20,20,20,42,20,10,20,73,82,63,15,10,49,15,10,5,5,10
Jets,Eron,Riley,WR,61,94,86,60,82,44,71,66,35,30,22,22,40,25,40,92,25,91,78,65,55,65,49,63,70,70,52,10,10,10,10,15,20,15,60,73,56,12,30,80,7,7,7,7,7
Jets,Scotty,McKnight,WR,57,87,90,38,83,44,76,64,25,25,35,32,35,35,29,80,65,90,85,78,35,74,73,39,77,73,39,10,10,15,35,25,15,18,68,75,67,15,15,35,15,10,5,5,10
Jets,Dexter,Jackson,WR,53,93,95,40,89,59,67,74,35,35,30,30,25,30,25,80,74,90,75,72,44,65,85,40,90,95,35,10,10,20,35,20,20,35,48,41,49,12,15,42,15,10,5,5,10
Lions,Dominic,Raiola,C,80,63,76,85,58,87,19,40,25,22,22,23,76,85,13,31,10,94,82,88,10,32,10,10,10,10,82,10,10,13,29,30,9,12,15,15,15,20,10,15,5,5,5,5,5
Lions,Dan,Gerberry,C,62,55,71,84,54,56,35,40,11,12,10,10,78,74,37,49,10,87,75,79,10,15,14,10,10,10,68,10,10,30,18,31,12,12,15,15,15,20,10,15,5,5,5,5,5
Lions,Chris,Houston,CB,83,93,95,69,88,78,59,65,21,21,12,10,45,45,52,92,60,90,97,80,55,35,66,22,85,91,45,38,38,22,72,75,87,76,30,20,15,54,88,20,5,5,5,5,5
Lions,Alphonso,Smith,CB,74,90,91,46,91,74,74,60,14,13,18,22,45,45,53,92,74,94,93,80,10,57,70,25,74,75,45,23,42,33,79,67,82,74,48,50,15,53,56,20,5,5,5,5,5
Lions,Aaron,Berry,CB,73,88,90,58,88,65,53,45,25,25,10,11,45,45,57,88,62,89,91,65,35,76,62,35,69,79,45,24,25,42,67,63,82,74,25,20,20,47,79,12,5,5,5,5,5
Lions,Jacob,Lacey,CB,71,87,88,48,88,69,64,48,17,21,18,22,45,45,59,85,50,92,84,64,10,55,49,20,65,70,45,19,22,37,63,67,75,82,50,40,20,29,62,15,5,5,5,5,5
Lions,Bill,Bentley,CB,70,92,94,48,95,44,58,59,35,35,25,25,45,45,54,88,35,90,92,65,25,74,60,25,70,73,45,30,34,45,53,74,77,86,40,30,25,37,60,30,5,5,5,5,5
Lions,Don,Carey,CB,70,87,91,59,86,64,49,56,12,15,12,10,45,45,63,88,45,90,87,80,25,65,45,42,65,70,45,30,50,64,72,63,75,70,66,50,25,74,82,20,5,5,5,5,5
Lions,Chris,Greenwood,CB,63,96,94,51,88,39,65,64,19,22,20,19,45,45,51,98,50,92,88,71,16,65,73,30,72,80,45,25,30,44,62,56,74,65,40,35,29,45,64,15,5,5,5,5,5
Lions,Jonte,Green,CB,62,94,90,49,87,42,57,61,35,35,25,25,45,45,58,83,73,94,93,65,21,71,62,22,75,78,45,25,29,56,71,72,66,76,32,33,31,49,47,40,5,5,5,5,5
Lions,Ross,Weaver,CB,59,86,90,60,84,44,52,65,36,36,26,22,45,45,60,87,42,90,81,85,55,49,57,45,72,70,45,40,45,57,75,40,67,73,45,44,40,71,77,45,5,5,5,5,5
Lions,Ndamukong,Suh,DT,92,72,88,97,82,79,56,45,28,24,57,40,45,45,87,80,10,93,97,98,25,24,30,25,33,30,45,92,54,94,96,80,23,43,25,30,15,97,25,20,5,5,5,5,5
Lions,Corey,Williams,DT,83,66,88,90,65,81,28,40,12,10,20,25,45,45,75,49,10,90,79,80,10,16,10,10,10,10,45,87,61,81,77,72,17,21,15,15,15,60,10,15,5,5,5,5,5
Lions,Nick,Fairley,DT,79,73,92,85,73,55,45,40,15,16,12,11,45,45,85,79,10,89,76,95,55,17,39,49,39,35,45,94,65,86,93,58,24,34,12,10,10,88,10,12,5,5,5,5,5
Lions,Sammie,Hill,DT,77,62,81,91,64,70,28,40,14,13,17,11,45,45,81,55,10,85,66,75,10,21,10,10,10,10,45,86,53,84,74,62,22,20,15,15,15,60,10,15,5,5,5,5,5
Lions,Andre,Fluellen,DT,66,69,82,87,65,51,30,40,26,26,25,25,45,45,70,70,10,88,65,84,20,12,15,35,10,10,45,77,60,65,82,62,15,20,15,15,15,75,15,15,5,5,5,5,5
Lions,James,Bryant,FB,57,77,74,73,76,54,59,70,30,30,24,24,64,54,63,77,10,88,82,85,73,42,56,70,65,55,62,66,44,65,59,35,25,42,39,55,46,75,40,55,5,5,5,5,5
Lions,Louis,Delmas,FS,83,87,93,58,91,67,71,63,15,22,23,22,45,45,69,88,48,86,95,91,10,40,75,45,78,79,45,55,60,64,84,81,73,83,65,72,15,85,66,25,15,10,10,15,15
Lions,John,Wendling,FS,69,80,86,66,83,65,53,60,21,20,20,20,45,45,67,87,45,92,92,79,50,35,55,45,40,50,45,51,63,65,85,55,66,70,35,40,20,60,39,15,15,10,10,15,15
Lions,Jahvid,Best,HB,81,97,95,59,93,72,71,81,39,32,28,22,30,36,32,83,70,67,87,78,58,85,93,65,85,87,32,10,10,35,33,28,15,31,64,67,53,20,30,65,35,30,20,15,15
Lions,Kevin,Smith,HB,78,88,90,75,84,76,66,87,30,30,25,25,42,52,35,80,60,83,95,80,69,79,84,75,76,84,35,10,10,11,40,20,15,20,50,60,60,20,20,60,35,30,20,15,15
Lions,Jerome,Harrison,HB,75,90,91,60,93,76,77,73,32,40,11,15,35,45,33,79,45,69,93,75,43,85,87,50,86,90,35,20,20,33,45,26,12,14,62,66,72,20,20,69,35,30,20,15,15
Lions,Mikel,Leshoure,HB,72,85,93,75,83,53,65,95,29,26,34,32,34,59,58,76,55,94,88,88,87,56,76,95,85,75,55,10,10,49,65,19,12,12,45,56,46,70,20,55,35,30,20,15,15
Lions,Keiland,Williams,HB,69,83,85,74,84,68,67,76,35,30,20,20,54,62,25,68,55,92,77,88,85,56,78,81,75,82,63,10,10,20,40,20,16,18,44,55,46,20,20,65,35,30,20,15,15
Lions,Joique,Bell,HB,58,85,84,75,77,36,69,80,64,45,34,32,45,49,45,72,55,91,84,88,85,50,65,88,78,76,34,10,10,29,40,19,12,12,63,65,52,25,20,75,35,30,20,15,15
Lions,Jason,Hanson,K,87,52,54,31,48,97,16,40,28,20,87,86,16,17,23,32,10,79,86,60,10,18,10,10,10,10,16,10,10,23,22,15,10,23,15,15,15,12,10,15,35,30,25,20,20
Lions,Cliff,Avril,LE,89,81,87,75,82,86,64,55,25,25,20,20,45,45,76,85,10,93,85,84,25,33,25,35,15,30,45,65,93,74,87,78,45,55,15,15,15,78,45,12,5,5,5,5,5
Lions,Lawrence,Jackson,LE,79,78,86,77,71,74,44,44,35,32,30,30,45,45,73,78,10,91,77,95,46,35,40,55,25,30,45,88,65,70,83,67,25,25,15,10,10,77,30,12,5,5,5,5,5
Lions,Everette,Brown,LE,71,82,89,69,75,60,35,45,14,7,13,5,45,45,68,78,10,97,82,84,10,35,10,10,45,45,45,68,85,62,78,55,35,45,15,15,15,65,35,20,5,5,5,5,5
Lions,Rob,Sims,LG,88,54,67,92,50,87,20,40,15,18,19,22,82,90,38,41,10,90,80,87,24,15,10,10,10,10,82,30,30,38,31,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Lions,Jacques,McClendon,LG,71,54,72,87,57,55,17,40,21,20,20,11,82,79,19,39,10,75,75,72,10,21,10,10,10,10,76,10,10,16,20,26,13,16,15,15,15,20,10,15,5,5,5,5,5
Lions,Justin,Durant,LOLB,83,85,86,67,87,82,62,65,20,20,25,25,45,45,88,85,10,89,92,88,30,39,15,25,10,30,45,61,72,76,97,86,58,72,12,10,10,80,65,12,5,5,5,5,5
Lions,Tahir,Whitehead,LOLB,61,81,84,70,75,48,55,60,25,25,20,20,45,45,78,89,10,96,91,67,43,32,40,29,35,45,45,74,58,65,68,64,45,69,20,24,15,75,65,25,5,5,5,5,5
Lions,Slade,Norris,LOLB,57,73,81,68,74,54,48,50,18,29,20,19,45,45,72,55,10,88,72,85,42,39,49,55,22,25,45,77,65,67,75,58,32,40,20,20,15,71,40,15,5,5,5,5,5
Lions,Jeff,Backus,LT,81,53,69,92,52,94,17,40,30,25,18,24,78,87,22,40,10,90,87,92,10,18,10,10,10,10,74,10,10,22,29,16,10,11,15,15,15,20,10,15,5,5,5,5,5
Lions,Riley,Reiff,LT,77,67,83,86,68,65,35,40,30,30,25,25,84,87,32,71,10,93,94,95,25,15,10,30,10,10,89,10,10,20,24,15,12,15,15,15,15,24,10,15,5,5,5,5,5
Lions,Jason,Fox,LT,64,60,75,76,69,53,55,50,22,28,20,20,74,83,22,64,10,78,85,60,40,25,25,30,30,35,83,10,10,22,20,20,15,15,35,40,39,20,10,35,5,5,5,5,5
Lions,Stephen,Tulloch,MLB,90,80,86,80,83,88,45,65,23,14,17,14,45,45,93,72,10,95,97,86,10,35,19,20,29,55,45,72,50,92,96,88,66,79,20,20,20,90,60,35,5,5,5,5,5
Lions,Ashlee,Palmer,MLB,67,80,87,62,86,64,46,65,20,19,27,23,45,45,80,80,10,90,86,78,41,54,31,35,19,38,45,53,62,69,89,66,70,72,25,20,15,87,70,25,5,5,5,5,5
Lions,Ben,Graham,P,71,66,66,50,58,72,30,40,45,50,90,86,7,9,39,50,10,87,89,70,10,23,10,10,10,10,7,10,10,39,21,29,11,15,15,15,15,12,10,15,30,30,25,20,20
Lions,Ryan,Donahue,P,60,70,78,45,74,60,35,35,32,35,92,83,22,19,24,66,10,92,85,65,10,25,20,10,35,45,20,11,11,14,14,19,12,15,12,10,10,12,10,12,30,30,25,20,20
Lions,Matthew,Stafford,QB,91,70,67,65,64,79,26,64,99,89,28,25,27,25,28,58,10,65,96,94,55,45,66,35,35,52,27,10,10,28,29,17,10,22,15,15,15,12,10,15,91,87,89,78,75
Lions,Shaun,Hill,QB,76,69,70,54,62,79,15,39,79,86,20,10,10,10,16,41,10,77,92,85,25,20,28,10,40,40,10,10,10,16,39,21,10,19,15,15,15,12,10,15,89,81,65,62,75
Lions,Kellen,Moore,QB,68,56,61,43,54,59,40,54,75,85,25,25,20,15,15,72,10,96,94,87,18,28,40,26,35,42,20,10,10,15,30,15,15,20,12,10,10,10,10,12,92,82,62,70,75
Lions,Kyle,Vanden Bosch,RE,82,69,74,87,67,94,19,40,31,27,19,19,45,45,84,54,10,87,85,85,10,25,10,10,10,10,45,86,48,78,82,92,25,28,20,15,15,62,15,25,5,5,5,5,5
Lions,Willie,Young,RE,75,74,86,79,71,69,29,25,17,22,21,20,45,45,73,85,10,88,79,77,10,14,28,10,35,52,45,67,88,66,82,67,19,21,12,10,10,84,10,12,5,5,5,5,5
Lions,Ronnell,Lewis,RE,69,79,87,86,71,44,44,65,19,20,15,15,45,45,81,81,10,84,87,85,35,22,15,35,25,20,45,84,64,80,78,43,35,49,20,15,10,94,45,15,5,5,5,5,5
Lions,Ugo,Chinasa,RE,58,74,73,66,76,54,35,41,25,24,16,11,45,45,65,72,10,85,75,75,30,25,35,65,49,45,45,57,74,83,77,35,55,54,35,32,25,65,44,58,5,5,5,5,5
Lions,Stephen,Peterman,RG,86,50,67,94,48,87,20,40,17,19,21,17,77,91,14,23,10,88,84,90,10,19,10,10,10,10,81,10,10,14,30,15,10,10,15,15,15,20,10,15,5,5,5,5,5
Lions,Dylan,Gandy,RG,75,56,74,84,57,58,26,40,27,26,16,20,82,88,12,11,10,88,75,83,10,21,10,10,10,10,73,10,10,12,29,26,10,10,15,15,15,20,10,15,5,5,5,5,5
Lions,DeAndre,Levy,ROLB,80,84,88,68,84,82,65,65,20,19,27,23,45,45,88,78,10,89,97,82,44,60,31,35,19,48,45,65,52,76,93,87,55,69,45,40,15,73,54,25,5,5,5,5,5
Lions,Travis,Lewis,ROLB,66,74,88,77,73,60,67,60,25,25,20,20,45,45,85,88,10,87,91,79,45,25,52,39,25,37,45,60,48,68,83,74,36,71,35,40,15,72,45,12,5,5,5,5,5
Lions,Doug,Hogue,ROLB,64,82,88,59,76,65,65,68,20,25,37,30,45,45,78,72,10,78,87,69,74,55,65,70,65,64,45,44,73,62,84,47,68,63,45,44,35,85,40,35,5,5,5,5,5
Lions,Gosder,Cherilus,RT,78,54,68,92,54,74,45,45,30,30,25,25,80,84,30,50,10,83,83,85,20,12,10,30,10,10,80,10,10,20,25,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Lions,Corey,Hilliard,RT,76,50,62,91,48,68,25,25,30,30,25,25,84,80,25,45,10,88,65,77,10,12,10,10,10,10,78,10,10,15,30,20,15,20,12,10,10,12,10,12,5,5,5,5,5
Lions,Johnny,Culbreath,RT,60,69,84,80,70,34,21,40,18,13,12,11,74,77,45,65,10,95,72,70,10,17,10,10,10,10,84,10,10,25,31,20,13,20,19,15,15,25,10,15,5,5,5,5,5
Lions,Erik,Coleman,SS,77,81,82,67,79,75,55,65,18,9,20,22,45,45,77,77,50,84,92,84,10,35,50,25,52,66,45,54,65,75,79,73,55,67,25,25,15,74,46,15,15,10,10,15,15
Lions,Amari,Spievey,SS,77,86,88,55,90,69,64,60,9,40,5,28,45,45,66,88,60,93,92,84,10,40,41,25,78,74,45,35,39,60,74,74,65,82,40,32,20,65,75,15,5,5,5,5,5
Lions,Ricardo,Silva,SS,59,83,84,70,85,37,54,62,18,19,15,17,45,45,66,85,42,88,82,75,44,42,45,61,62,55,45,64,53,67,72,50,57,69,35,33,15,76,71,15,15,10,10,15,15
Lions,Brandon,Pettigrew,TE,84,73,78,76,74,85,85,77,40,40,39,37,67,58,35,76,35,89,85,85,75,40,69,72,75,66,69,20,20,35,59,13,12,13,73,82,77,25,25,87,15,10,5,5,10
Lions,Tony,Scheffler,TE,77,83,86,63,84,77,88,70,25,26,11,11,52,51,45,86,45,73,81,70,55,37,69,47,60,62,56,10,10,45,36,17,19,18,88,75,86,12,10,85,15,10,5,5,10
Lions,Will,Heller,TE,63,60,70,70,65,75,74,66,14,18,14,15,70,60,25,62,8,88,75,70,47,18,45,35,35,42,74,10,10,25,39,18,10,29,56,62,68,25,25,60,15,10,5,5,10
Lions,Nathan,Overbay,TE,56,75,77,70,70,44,70,64,30,30,33,35,59,55,55,75,30,88,80,85,74,35,55,62,60,65,58,30,20,25,29,15,12,15,66,71,45,20,10,72,15,10,5,5,10
Lions,Don,Muhlbach,TE,54,65,67,78,62,76,49,55,25,24,23,13,77,72,55,50,10,92,77,75,50,25,45,59,40,40,75,10,10,36,29,40,22,21,40,49,45,65,15,12,10,10,10,10,10
Lions,Calvin,Johnson Jr.,WR,99,95,94,78,96,90,97,69,35,33,14,11,60,35,28,98,20,97,98,93,72,88,90,82,87,91,49,10,10,22,47,17,12,22,99,94,95,15,15,99,15,10,5,5,10
Lions,Nate,Burleson,WR,77,93,91,51,92,80,83,74,10,18,16,25,30,25,10,91,75,79,91,77,40,94,85,35,89,93,25,10,10,10,37,22,12,22,79,65,80,15,15,60,15,10,5,5,10
Lions,Titus,Young,WR,75,93,97,42,95,68,83,64,35,35,30,30,30,26,25,81,80,94,95,75,33,95,84,45,85,92,35,10,10,20,35,20,12,25,82,77,74,12,18,60,15,10,5,5,10
Lions,Maurice,Stovall,WR,68,81,82,73,83,70,75,70,36,40,12,31,44,30,44,88,60,84,76,79,64,38,63,62,65,74,66,20,20,44,55,40,19,35,82,76,71,12,10,85,15,10,5,5,10
Lions,Ryan,Broyles,WR,65,86,93,65,89,62,84,66,35,35,30,30,51,41,35,78,45,67,92,90,40,85,77,61,76,83,49,25,35,24,29,17,25,35,65,78,60,48,29,39,35,25,15,10,11
Lions,Stefan,Logan,WR,63,94,96,49,94,55,75,64,35,22,19,22,25,28,28,82,88,90,77,80,35,85,75,39,80,91,25,10,10,28,37,27,14,21,65,66,66,12,10,42,15,10,5,5,10
Lions,Terrence,Toliver,WR,61,85,82,71,81,49,68,70,25,20,20,22,66,49,45,92,40,94,84,60,72,54,69,70,73,74,55,10,10,15,58,31,26,14,85,77,48,12,10,86,15,10,5,5,10
Lions,Lance,Long,WR,60,93,96,44,93,49,68,62,28,25,24,22,32,22,20,78,55,85,82,78,38,68,55,25,78,82,39,10,10,22,35,15,24,23,74,65,65,12,10,56,15,10,5,5,10
Lions,Nate,Hughes,WR,59,90,94,49,88,53,69,58,17,18,14,17,28,25,29,86,85,86,87,68,49,72,77,51,85,83,30,10,10,13,39,25,19,39,57,56,60,15,15,63,15,10,5,5,10
