Team,First Name,Last Name,Position,Jersey,Overall,Speed,Stength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Age,Years Pro,College,Home State,Hometown,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Block,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finnesse Moves,Block Shedding,Pursuit,Play Recognition,Man Cover,Zone cover,Spectacular Catch,Catch in Traffic,Route Running,Hit Power,Press,Release,Short Throw Accuracy,Medium Throw Accuracy,Deep Throw Accuracy,Playaction,Throw on the Run
49ers,Jewel,Hampton,HB,33,65,85,79,81,47,68,79,15,15,34,22,42,40,35,83,66,75,86,74,23,1,S. Illinois,Indiana,Indianapolis,83,63,74,76,76,78,44,44,40,42,38,10,10,28,50,26,16,21,65,67,42,20,20,64,35,30,20,15,15
49ers,D.J.,Harper,HB,36,64,89,73,92,39,67,82,35,30,25,25,44,48,25,83,65,77,89,70,22,0,Boise State,Texas,Houston,48,83,67,52,88,87,41,40,45,44,48,10,10,15,35,20,15,20,62,66,64,20,20,65,35,33,25,15,15
49ers,Phil,Dawson,K,9,89,55,20,52,93,19,40,26,21,87,90,23,22,20,37,10,80,83,60,38,14,Texas,Florida,West Palm Beach,10,21,10,10,10,10,23,23,23,22,22,10,10,20,22,27,10,15,12,10,10,12,10,12,35,30,25,20,20
49ers,Ray,McDonald,LE,91,89,69,88,71,85,33,40,20,25,25,21,45,45,88,75,10,87,90,80,28,6,Florida,Florida,Pahokee,30,23,10,35,10,15,45,45,45,45,45,85,67,87,85,79,20,25,12,10,10,55,20,12,5,5,5,5,5
49ers,Tank,Carradine,LE,95,75,79,83,81,45,45,50,20,30,19,15,45,45,85,78,10,73,87,84,24,0,Florida State,Ohio,Cincinnati,54,35,40,42,50,51,45,45,45,45,45,92,65,83,82,49,30,40,25,15,15,77,35,15,5,5,5,5,5
49ers,Tony,Jerod-Eddie,LE,63,63,64,84,68,64,35,45,35,32,30,30,45,45,74,74,10,90,78,72,23,1,Texas A&M,Texas,DeSoto,55,40,37,47,25,33,45,45,45,45,45,80,55,75,60,49,25,30,15,10,10,72,35,12,10,10,10,10,10
49ers,Mike,Iupati,LG,77,95,55,97,66,82,32,40,14,16,35,22,99,81,31,60,10,88,80,97,26,3,Idaho,California,Anaheim,25,18,22,35,20,10,98,99,91,86,73,35,10,40,42,17,12,12,15,15,20,33,10,15,5,5,5,5,5
49ers,Joe,Looney,LG,78,63,67,82,59,47,35,40,19,24,17,35,79,71,31,71,10,81,83,90,23,1,Wake Forest,Florida,Lake Worth,16,11,10,10,10,10,79,85,75,78,68,10,10,25,34,22,13,18,15,15,15,35,10,15,5,5,5,5,5
49ers,Ahmad,Brooks,LOLB,55,89,76,84,75,84,57,65,20,19,27,23,45,45,96,75,10,87,93,88,29,7,Virginia,Virginia,Woodbridge,35,31,19,10,10,20,45,45,45,45,45,88,65,89,94,85,61,72,15,15,10,93,55,12,5,5,5,5,5
49ers,Parys,Haralson,LOLB,98,82,81,74,84,82,42,60,25,25,19,19,45,45,80,68,10,88,87,90,29,7,Tennessee,Mississippi,Flora,32,22,11,18,22,40,45,45,45,45,45,84,90,66,87,83,55,61,15,15,15,74,40,20,5,5,5,5,5
49ers,Darius,Fleming,LOLB,58,66,84,77,71,49,49,52,25,25,20,20,45,45,73,84,10,83,82,88,24,1,Notre Dame,Illinois,Chicago,45,10,25,40,49,47,45,45,45,45,45,82,69,78,77,54,55,70,15,15,10,79,46,12,5,5,5,5,5
49ers,Joe,Staley,LT,74,96,74,88,77,97,62,61,18,24,20,22,99,90,25,78,10,76,95,86,29,6,Central Michigan,Michigan,Rockford,10,25,10,10,10,10,99,97,99,85,95,10,10,25,31,10,12,12,30,40,44,15,10,47,5,5,5,5,5
49ers,Kenny,Wiggins,LT,69,56,56,84,54,60,35,40,11,15,18,18,76,69,35,66,10,92,81,80,25,2,Fresno State,California,Elk Grove,29,11,10,10,10,10,72,82,77,74,67,10,10,28,35,26,12,19,15,15,15,29,10,15,5,5,5,5,5
49ers,Patrick,Willis,MLB,52,97,90,88,88,95,60,63,30,35,20,21,45,45,96,75,10,93,99,94,28,6,Ole Miss,Tennessee,Bruceton,30,31,55,60,30,35,45,45,45,45,45,70,60,90,98,93,75,82,20,15,15,98,55,15,5,5,5,5,5
49ers,NaVorro,Bowman,MLB,53,93,83,79,85,84,65,50,22,22,10,10,45,45,99,75,10,92,91,75,25,3,Penn State,Maryland,Forestville,10,35,27,12,10,40,45,45,45,45,45,79,69,91,97,86,74,81,45,40,10,91,55,20,5,5,5,5,5
49ers,Dan,Skuta,MLB,51,68,74,73,75,74,53,65,18,17,14,35,45,45,81,62,10,92,85,79,27,4,Grand Valley St.,Michigan,Flint,65,25,60,66,60,55,45,45,45,45,45,72,57,72,79,76,50,65,40,45,38,72,45,55,5,5,5,5,5
49ers,Michael,Wilhoite,MLB,57,62,78,70,82,65,55,62,25,25,20,20,45,45,77,87,10,90,86,80,26,1,Washburn,Kansas,Topeka,50,33,54,48,35,29,45,45,45,45,45,66,54,66,73,66,55,67,35,35,15,74,48,12,5,5,5,5,5
49ers,Nathan,Stupar,MLB,45,60,82,76,73,55,54,60,37,29,18,35,45,45,73,81,10,92,88,72,25,1,Penn State,Pennsylvania,State College,44,15,22,25,10,17,45,45,45,45,45,61,48,68,71,77,54,72,20,15,15,64,55,20,5,5,5,5,5
49ers,Andy,Lee,P,4,95,64,40,50,88,17,40,44,45,98,92,14,11,35,27,10,85,71,70,31,9,Pittsburgh,North Carolina,Westminster,10,22,10,10,10,10,14,14,14,11,11,10,10,35,23,28,16,24,15,15,15,12,10,15,30,30,25,20,20
49ers,Colin,Kaepernick,QB,7,89,88,63,91,75,53,73,96,84,25,20,28,30,42,84,25,95,96,94,25,2,Nevada,Wisconsin,Milwaukee,37,73,93,56,78,88,28,25,28,22,22,10,10,35,33,19,15,30,35,32,25,20,10,22,83,86,88,74,87
49ers,Colt,McCoy,QB,2,73,74,46,78,73,47,69,81,82,30,32,22,18,27,65,10,93,94,97,26,3,Texas,Texas,Tuscola,25,50,85,35,70,72,27,27,27,18,18,10,10,27,25,13,12,22,15,15,15,12,10,15,85,73,62,62,81
49ers,Scott,Tolzien,QB,3,65,66,54,66,50,35,65,82,77,25,25,20,15,30,68,10,95,90,90,26,2,Wisconsin,Illinois,Rolling Meadows,20,30,55,32,55,54,30,30,30,30,20,10,10,25,30,15,15,20,12,10,10,12,10,12,84,76,64,65,75
49ers,B.J.,Daniels,QB,5,63,84,62,88,39,69,76,84,68,25,19,15,10,35,78,10,85,92,82,23,0,USF,Florida,Tallahassee,48,64,85,49,76,85,15,15,15,10,10,20,25,35,55,32,20,25,77,66,39,35,25,66,74,71,69,66,83
49ers,Justin,Smith,RE,94,94,73,94,68,97,23,40,26,25,16,24,45,45,92,68,10,91,92,97,33,12,Missouri,Missouri,Holts Summit,30,25,10,10,10,10,45,45,45,45,45,84,54,96,95,96,17,21,12,10,10,75,10,12,5,5,5,5,5
49ers,Glenn,Dorsey,RE,90,82,69,89,67,79,25,40,25,25,20,20,45,45,85,65,10,88,84,95,28,5,LSU,Louisiana,Baton Rouge,30,12,15,45,10,10,45,45,45,45,45,71,77,82,87,75,15,25,15,15,15,76,15,15,5,5,5,5,5
49ers,Alex,Boone,RG,75,89,55,89,57,79,28,40,36,20,33,29,97,85,26,21,10,88,75,80,26,4,Ohio State,Ohio,Lakewood,10,19,10,10,10,10,91,97,92,79,67,10,10,26,18,20,9,12,12,10,10,20,10,12,5,5,5,5,5
49ers,Adam,Snyder,RG,68,73,49,92,50,77,22,40,12,15,17,16,82,73,28,32,10,94,83,93,31,7,Oregon,California,Whittier,10,23,10,10,10,10,75,85,76,75,63,10,10,28,39,28,7,13,15,15,15,20,10,15,5,5,5,5,5
49ers,Aldon,Smith,ROLB,99,95,84,88,88,83,53,37,33,30,22,21,45,45,90,88,10,87,86,86,23,2,Missouri,Mississippi,Greenwood,25,40,35,10,50,26,45,45,45,45,45,98,88,90,97,81,62,67,25,15,15,90,24,20,5,5,5,5,5
49ers,Corey,Lemonier,ROLB,96,68,85,73,72,54,50,54,20,20,20,20,45,45,74,82,10,95,86,74,22,0,Auburn,Florida,Hialeah,45,35,29,37,55,25,45,45,45,45,45,62,89,69,87,54,60,66,35,34,15,90,50,20,5,5,5,5,5
49ers,Nick,Moody,ROLB,54,65,79,65,85,52,64,55,27,30,20,20,45,45,75,83,15,77,92,74,23,0,Florida State,Pennsylvania,Wyncote,50,44,39,35,60,55,45,45,45,45,45,68,57,62,73,74,62,76,55,54,15,75,80,15,5,5,5,5,5
49ers,Cam,Johnson,ROLB,50,65,73,72,77,55,40,37,33,30,22,21,45,45,78,86,10,78,87,80,23,1,Virginia,Washington,DC,25,15,22,10,40,26,45,45,45,45,45,84,58,82,72,51,51,60,44,59,39,82,24,60,5,5,5,5,5
49ers,Anthony,Davis,RT,76,90,57,93,67,79,25,40,25,40,28,15,96,82,39,74,11,95,80,84,23,3,Rutgers,New Jersey,Piscataway,10,21,10,10,10,10,86,93,78,82,60,10,10,39,25,10,12,12,12,15,10,25,10,12,5,5,5,5,5
49ers,Al,Netter,RT,65,71,62,81,58,66,35,45,29,40,6,19,79,76,34,65,10,90,79,82,23,1,Northwestern,California,Rohnert Park,25,19,10,10,10,10,79,78,75,76,73,20,20,22,21,10,12,12,12,10,10,12,10,12,5,5,5,5,5
49ers,Donte,Whitner,SS,31,86,88,69,87,77,52,63,21,22,17,19,45,45,85,91,35,93,92,84,28,7,Ohio State,Ohio,Cleveland,46,55,54,34,60,75,45,45,45,45,45,55,66,74,82,72,64,73,30,30,15,89,42,25,5,5,5,5,5
49ers,Darcel,McBath,SS,28,72,85,58,91,60,63,65,24,25,26,19,45,45,64,90,50,93,84,85,27,4,Texas Tech,Texas,Gainesville,49,45,65,55,70,75,45,45,45,45,45,55,52,64,82,64,66,76,55,60,15,66,55,25,5,5,5,5,5
49ers,Trenton,Robinson,SS,30,69,89,49,84,52,62,52,30,30,20,15,45,45,73,86,33,84,88,73,23,1,Michigan St.,Michigan,Bay City,45,66,65,29,60,64,45,45,45,45,45,44,51,68,64,65,73,78,50,45,20,65,66,15,15,10,10,15,15
49ers,Vernon,Davis,TE,85,94,90,88,87,85,78,74,25,40,15,11,84,50,50,94,40,90,84,84,29,7,Maryland,Washington,DC,80,55,76,75,82,84,78,82,69,54,50,10,10,66,60,15,12,12,78,75,72,25,25,86,15,10,5,5,10
49ers,Vance,McDonald,TE,89,71,84,85,76,58,79,74,35,34,15,14,59,64,42,84,25,86,91,73,23,0,Rice,Texas,Winnie,76,52,77,67,71,65,72,54,64,58,66,40,33,55,55,32,24,34,82,68,47,55,25,86,35,33,32,22,35
49ers,Garrett,Celek,TE,88,67,75,73,76,50,71,68,30,30,15,15,76,53,35,83,35,82,84,76,25,1,Michigan St.,Ohio,Cincinnati,64,63,54,63,72,68,70,53,60,52,57,10,10,54,39,21,15,22,65,70,55,25,25,69,15,10,5,5,10
49ers,Brian,Jennings,TE,86,64,69,69,67,88,55,65,22,22,29,18,80,65,49,55,10,88,85,75,36,14,Arizona St.,Arizona,Mesa,55,35,44,40,44,42,71,67,71,65,69,10,10,60,65,40,15,15,49,62,55,42,25,25,9,9,9,9,9
49ers,Demarcus,Dobbs,TE,83,61,66,84,65,70,65,66,19,12,14,10,79,70,77,66,10,88,80,80,25,2,Georgia,Georgia,Savannah,67,34,50,70,50,52,62,65,61,57,58,79,48,75,73,52,19,24,44,57,38,74,17,45,5,5,5,5,5
49ers,Michael,Crabtree,WR,15,90,88,75,89,82,91,75,26,29,24,26,60,40,40,92,20,86,98,95,25,4,Texas Tech,Texas,Dallas,74,85,92,70,88,88,55,61,65,45,45,10,10,40,33,30,18,14,89,92,93,12,10,90,15,10,5,5,10
49ers,Anquan,Boldin,WR,81,88,85,79,85,95,87,72,65,55,24,16,75,28,45,86,65,80,90,99,32,10,Florida State,Florida,Pahokee,84,73,87,95,82,84,65,60,70,45,55,10,10,55,55,21,14,27,82,98,81,12,20,92,50,44,28,25,66
49ers,Mario,Manningham,WR,82,81,93,47,92,82,83,69,35,35,32,32,47,25,25,94,72,88,85,80,28,5,Michigan,Ohio,Warren,50,95,85,45,87,94,34,38,36,34,38,10,10,35,45,20,15,20,93,74,80,12,18,71,15,10,5,5,10
49ers,Kyle,Williams,WR,10,72,92,42,93,70,77,53,24,16,21,18,47,24,25,88,76,72,86,55,25,3,Arizona St.,Arizona,Scottsdale,27,90,76,29,84,88,46,26,25,19,19,10,10,35,42,24,12,17,83,74,75,15,15,58,15,10,5,5,10
49ers,A.J.,Jenkins,WR,17,71,93,39,91,60,81,68,35,35,32,32,45,35,25,91,60,88,92,81,23,1,Illinois,Florida,Jacksonville,35,86,78,39,75,84,39,42,41,40,40,10,10,40,45,20,15,20,79,81,75,12,18,51,15,10,5,5,10
49ers,Quinton,Patton,WR,11,69,89,44,88,46,83,73,33,35,66,56,55,45,30,84,70,95,91,73,23,0,LA. Tech,Tennessee,Nashville,43,85,80,70,75,87,64,57,54,39,45,10,10,35,35,16,14,35,83,82,74,15,15,56,15,10,5,5,10
49ers,Kassim,Osgood,WR,13,67,81,73,81,80,69,72,24,25,15,10,73,45,67,87,75,90,92,85,33,10,S.D. State,Massachusetts,Boston,72,45,65,75,55,66,66,67,60,51,49,10,10,64,80,24,19,20,65,72,65,12,10,82,15,10,5,5,10
49ers,Marlon,Moore,WR,19,66,89,55,86,67,73,65,25,25,25,22,45,22,30,85,72,92,84,65,25,3,Fresno State,California,Sacramento,55,71,62,42,66,76,35,33,32,18,18,10,10,35,61,22,18,18,75,68,64,15,15,67,15,10,5,5,10
49ers,Ricardo,Lockette,WR,18,65,96,67,87,51,71,68,33,32,16,25,50,21,32,94,67,88,85,75,27,2,Fort Valley State,Georgia,Fort Valley,57,74,75,60,75,80,35,29,28,24,21,10,10,49,35,15,45,52,74,64,60,25,35,67,15,10,5,5,10
49ers,Chad,Hall,WR,14,65,86,55,92,65,74,72,41,35,39,35,52,20,28,80,80,94,93,92,27,3,Air Force,Georgia,Atlanta,62,84,85,65,87,83,44,32,35,25,25,10,10,35,35,19,14,20,67,76,64,15,15,41,15,10,5,5,10
Giants,David,Baas,C,64,78,54,85,55,81,20,40,17,19,21,17,90,72,14,36,10,93,82,97,31,8,Michigan,Florida,Sarasota,10,18,10,10,10,10,86,82,88,82,74,10,10,14,25,26,12,9,15,15,15,20,10,15,5,5,5,5,5
Giants,Jim,Cordle,C,63,66,53,82,58,66,30,45,25,25,22,25,80,74,35,57,10,88,74,78,26,3,Ohio State,Ohio,Lancaster,10,12,10,10,10,10,70,81,76,75,68,10,10,10,25,15,12,15,12,10,10,12,10,12,5,5,5,5,5
Giants,Corey,Webster,CB,23,81,87,66,90,86,60,60,10,8,15,15,45,45,47,91,64,93,92,87,31,8,LSU,Louisiana,Vacherie,50,38,60,29,60,68,45,45,45,45,45,55,65,56,79,85,73,85,20,25,15,55,90,15,5,5,5,5,5
Giants,Prince,Amukamara,CB,20,80,93,64,89,67,67,66,30,32,22,15,45,45,66,91,55,92,96,70,24,2,Nebraska,Massachusetts,Boston,35,75,74,30,80,84,45,45,45,45,45,46,66,60,78,69,85,82,75,65,20,65,85,35,5,5,5,5,5
Giants,Terrell,Thomas,CB,24,77,85,63,86,77,68,64,36,36,25,25,45,45,65,85,65,66,88,85,28,5,USC,California,Alta Loma,40,45,80,35,70,80,45,45,45,45,45,60,55,55,75,75,78,84,55,50,30,74,79,30,5,5,5,5,5
Giants,Aaron,Ross,CB,31,76,87,52,91,76,53,63,27,35,10,11,45,45,55,88,75,78,87,82,30,6,Texas,Texas,San Antonio,25,47,88,15,79,90,45,45,45,45,45,18,40,32,65,78,77,74,45,36,20,59,73,15,5,5,5,5,5
Giants,Jayron,Hosley,CB,28,72,92,45,91,66,71,55,32,19,15,15,45,45,42,85,71,88,95,55,22,1,Virginia Tech,Florida,Delray Beach,21,82,77,25,69,78,40,39,39,39,39,25,35,40,63,72,73,85,56,45,15,32,62,25,15,10,10,5,10
Giants,Trumaine,McBride,CB,38,70,86,54,88,72,55,60,35,35,20,20,45,45,48,87,65,94,92,79,27,6,Ole Miss,Mississippi,Clarksdale,25,45,65,20,75,80,45,45,45,45,45,24,41,39,69,66,78,73,30,30,30,52,55,30,5,5,5,5,5
Giants,Terrence,Frederick,CB,36,63,89,55,85,55,51,62,10,14,15,17,45,45,59,87,33,94,93,65,23,1,Texas A&M,Texas,Katy,10,65,54,22,66,72,45,45,45,45,45,28,34,34,72,66,67,74,44,35,20,50,53,25,5,5,5,5,5
Giants,Laron,Scott,CB,34,60,91,44,93,50,67,65,20,12,22,16,45,45,42,85,55,93,91,65,24,1,Ga. Southern,Georgia,Stone Mountain,10,75,66,32,75,76,45,45,45,45,45,25,34,32,65,45,74,69,72,55,30,45,51,15,5,5,5,5,5
Giants,Linval,Joseph,DT,97,84,65,95,65,74,24,40,20,23,15,16,45,45,92,72,10,87,52,76,24,3,East Carolina,Florida,Alachua,10,24,10,10,20,18,45,45,45,45,45,87,48,93,85,68,20,15,15,15,15,56,16,15,5,5,5,5,5
Giants,Cullen,Jenkins,DT,99,83,67,87,66,85,23,40,31,23,10,28,45,45,75,42,10,91,83,86,32,9,Central Michigan,Michigan,Detroit,10,30,10,10,10,10,45,45,45,45,45,87,55,84,85,79,19,25,15,15,15,70,14,15,5,5,5,5,5
Giants,Shaun,Rogers,DT,95,75,49,94,54,77,17,40,25,18,23,17,45,45,81,52,10,77,69,80,34,12,Texas,Texas,Houston,10,27,10,10,10,10,45,45,45,45,45,77,45,89,71,76,17,20,15,15,15,82,10,15,5,5,5,5,5
Giants,Mike,Patterson,DT,93,75,62,77,66,79,20,40,15,16,15,14,45,45,75,69,10,86,87,92,29,8,USC,California,Los Alamitos,10,28,10,10,10,10,45,45,45,45,45,64,74,72,79,85,25,35,15,15,15,65,12,15,5,5,5,5,5
Giants,Marvin,Austin,DT,96,71,74,81,72,51,35,40,19,18,15,11,45,45,74,72,10,90,76,80,24,2,North Carolina,Washington,DC,10,20,10,10,10,10,45,45,45,45,45,74,87,79,74,38,23,27,12,10,10,80,10,12,5,5,5,5,5
Giants,Johnathan,Hankins,DT,74,70,60,92,64,49,35,45,10,9,11,10,45,45,85,67,10,92,74,72,21,0,Ohio State,Michigan,Dearborn Heights,35,10,25,40,15,11,45,45,45,45,45,76,43,91,78,66,20,44,15,16,10,65,10,12,5,5,5,5,5
Giants,Frank,Okam,DT,70,66,50,91,53,66,30,35,26,26,25,25,45,45,72,65,10,85,67,74,27,5,Texas,Texas,Dallas,20,12,15,35,10,10,45,45,45,45,45,80,50,65,64,61,15,20,15,15,15,70,15,15,5,5,5,5,5
Giants,Markus,Kuhn,DT,78,64,70,86,68,49,36,40,25,25,20,20,45,45,73,84,10,92,77,81,27,1,N.C. State,North Carolina,Raleigh,19,12,10,10,10,10,45,45,45,45,45,74,47,83,76,47,19,29,12,10,10,85,10,12,5,5,5,5,5
Giants,Henry,Hynoski,FB,45,85,69,84,65,76,72,68,30,30,40,40,86,66,54,60,30,76,84,85,24,2,Pittsburgh,Pennsylvania,Elysburg,74,46,52,80,55,60,91,84,74,77,62,30,20,30,60,15,12,15,66,72,63,20,10,55,20,15,10,10,10
Giants,Antrel,Rolle,FS,26,83,85,63,91,86,72,65,67,42,15,15,45,45,62,90,75,88,94,90,31,8,Miami,Florida,Homestead,55,95,94,52,85,97,45,45,45,45,45,55,65,57,71,81,72,80,35,30,20,50,88,20,42,48,55,15,28
Giants,Will,Hill,FS,25,67,82,64,88,54,69,60,25,29,15,30,45,45,62,91,40,95,92,76,23,2,Florida,New Jersey,West Orange,55,70,54,40,66,76,45,45,45,45,45,51,49,54,64,44,73,79,55,44,20,87,66,20,15,10,10,15,15
Giants,David,Wilson,HB,22,78,95,65,93,69,69,74,30,28,25,25,45,56,30,92,82,92,89,78,22,1,Virginia Tech,Virginia,Danville,72,88,80,66,77,95,39,36,33,52,49,10,10,21,28,20,15,20,57,71,44,20,20,63,25,20,15,15,15
Giants,Andre,Brown,HB,35,76,88,78,84,70,72,87,32,24,20,22,48,55,42,67,65,77,90,91,26,4,N.C. State,North Carolina,Gainesville,88,62,84,79,76,83,50,55,56,59,62,10,10,32,44,21,15,13,60,65,62,12,10,40,35,30,20,15,15
Giants,Ryan,Torain,HB,41,71,83,79,75,77,49,86,30,30,25,25,30,30,20,80,60,49,68,45,27,5,Arizona St.,Kansas,Shawnee Mission,86,52,79,90,74,71,35,40,35,40,40,10,10,11,10,20,15,20,45,45,54,20,20,55,35,30,20,15,15
Giants,Da'Rel,Scott,HB,33,69,96,62,87,60,70,71,35,33,26,22,25,22,22,85,55,75,85,60,25,2,Maryland,Pennsylvania,Conshohocken,64,79,76,55,72,84,35,32,25,33,34,10,10,26,35,31,12,12,49,55,47,20,20,55,35,30,20,15,15
Giants,Michael,Cox,HB,29,64,86,75,85,38,60,81,29,24,15,11,62,57,36,95,55,91,85,82,23,0,Massachusetts,Massachusetts,Boston,83,63,76,84,76,74,59,63,61,55,59,10,10,22,35,17,15,25,54,60,42,35,20,54,35,30,20,15,15
Giants,Josh,Brown,K,3,82,60,25,55,81,27,40,30,18,92,87,21,19,15,30,10,90,84,65,34,10,Nebraska,Oklahoma,Foyil,10,17,10,10,10,10,21,21,21,19,19,10,10,15,22,30,10,30,15,15,15,12,10,15,35,30,25,20,20
Giants,David,Buehler,K,19,67,77,77,74,61,32,45,35,32,97,79,15,32,55,74,10,79,88,60,26,4,USC,California,Anaheim,10,25,10,10,10,10,15,15,15,32,32,10,10,35,48,20,10,13,12,10,10,60,10,12,35,30,25,20,20
Giants,Justin,Tuck,LE,91,87,82,85,74,85,25,40,19,10,10,11,45,45,78,65,10,85,83,87,30,8,Notre Dame,Alabama,Kellyton,10,38,10,10,10,10,45,45,45,45,45,66,85,75,84,78,26,22,15,15,15,75,18,15,5,5,5,5,5
Giants,Mathias,Kiwanuka,LE,94,83,74,79,72,78,43,60,28,40,8,19,45,45,74,78,14,83,89,79,30,7,Boston College,Indiana,Indianapolis,10,34,10,10,10,25,45,45,45,45,45,73,83,77,86,74,51,61,15,15,15,80,58,15,5,5,5,5,5
Giants,Adrian,Tracy,LE,98,68,76,69,73,62,40,60,21,32,32,22,45,45,76,70,10,88,84,65,26,3,William & Mary,Virginia,Fairfax,35,45,49,45,59,69,45,45,45,45,45,61,79,67,82,57,50,61,40,30,22,79,55,30,5,5,5,5,5
Giants,Kevin,Boothe,LG,77,82,54,91,54,79,21,40,11,15,17,11,88,82,24,41,10,85,65,85,30,7,Cornell,Florida,Plantation,10,25,10,10,10,10,84,89,75,85,71,10,10,44,24,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Giants,Selvish,Capers,LG,60,71,66,81,69,43,53,50,30,30,25,25,80,82,30,65,10,92,82,75,27,3,West Virginia,Louisiana,Kenner,20,12,10,30,35,22,87,73,83,78,86,10,10,20,25,15,12,15,38,35,33,20,10,32,5,5,5,5,5
Giants,Chris,DeGeare,LG,61,70,56,90,53,68,20,25,14,9,11,14,79,74,28,45,10,92,78,85,26,3,Wake Forest,Arizona,Chandler,10,21,10,15,10,10,68,85,76,82,72,10,10,28,30,20,12,12,15,18,20,30,15,22,5,5,5,5,5
Giants,Keith,Rivers,LOLB,55,77,84,75,83,78,54,52,25,25,20,20,45,45,78,84,10,69,90,86,27,5,USC,California,Riverside,35,31,45,40,49,47,45,45,45,45,45,60,69,73,89,75,61,67,15,15,15,88,45,12,5,5,5,5,5
Giants,Aaron,Curry,LOLB,59,76,83,72,79,75,42,60,29,22,14,19,45,45,81,83,10,96,90,89,27,4,Wake Forest,North Carolina,Fayetteville,33,55,20,40,10,55,45,45,45,45,45,72,75,71,84,72,61,63,20,25,15,82,65,30,5,5,5,5,5
Giants,Will,Beatty,LT,65,90,65,88,66,82,19,40,21,17,19,28,92,94,23,32,0,78,87,94,28,4,Connecticut,Pennsylvania,York,10,16,10,10,10,10,90,86,88,92,95,10,10,23,31,29,8,16,15,15,15,20,10,15,5,5,5,5,5
Giants,David,Diehl,LT,66,75,55,87,53,96,16,40,12,14,18,16,86,74,15,20,10,99,95,88,32,10,Illinois,Illinois,Oak Lawn,10,19,10,10,10,10,77,87,82,79,69,10,10,15,21,13,13,15,15,15,15,20,10,15,5,5,5,5,5
Giants,Matthew,McCants,LT,74,62,58,84,68,51,35,35,24,24,25,25,73,80,35,71,10,91,87,89,24,1,UAB,Alabama,Mobile,25,10,11,35,10,10,81,84,66,91,69,15,15,15,21,10,12,15,12,10,10,15,10,12,5,5,5,5,5
Giants,Dan,Connor,MLB,53,76,74,76,74,82,38,55,25,25,20,20,45,45,86,76,10,69,95,45,27,5,Penn State,Pennsylvania,Wallingford,25,23,25,35,15,30,45,45,45,45,45,71,48,73,86,89,50,60,15,15,15,78,50,12,5,5,5,5,5
Giants,Mark,Herzlich,MLB,58,66,74,75,73,67,72,55,20,19,14,17,45,45,82,74,10,69,88,98,25,2,Boston College,Pennsylvania,Wayne,47,29,35,45,35,40,45,45,45,45,45,55,44,67,82,76,50,74,48,55,20,86,40,25,5,5,5,5,5
Giants,Steve,Weatherford,P,5,81,80,45,76,77,20,40,48,45,88,94,30,23,23,48,10,90,85,60,30,7,Illinois,Indiana,Crown Point,10,34,55,10,40,55,30,30,30,23,23,10,10,23,23,26,10,30,12,10,10,12,10,12,30,30,25,20,20
Giants,Eli,Manning,QB,10,91,65,54,59,92,25,51,90,89,15,18,18,12,19,47,10,98,95,95,32,9,Ole Miss,Louisiana,New Orleans,20,30,48,34,48,53,18,18,18,12,12,10,10,19,22,14,10,21,15,15,15,12,10,15,89,85,83,92,75
Giants,David,Carr,QB,8,74,68,59,69,74,23,62,88,76,22,21,12,15,18,49,10,90,90,90,34,11,Fresno State,California,Bakersfield,25,20,70,45,60,68,12,12,12,15,15,10,10,18,34,17,12,15,15,15,15,12,10,15,73,73,74,62,78
Giants,Ryan,Nassib,QB,9,72,67,65,73,48,33,70,88,78,15,14,24,22,33,75,13,97,95,89,23,0,Syracuse,Pennsylvania,West Chester,33,37,69,45,60,64,24,24,24,29,29,20,20,31,40,22,14,12,15,15,15,12,10,15,83,85,70,78,73
Giants,Jason,Pierre-Paul,RE,90,94,85,82,86,76,35,37,33,30,22,21,45,45,90,85,10,93,97,70,24,3,USF,Florida,Deerfield Beach,25,40,35,10,64,26,45,45,45,45,45,75,94,84,96,68,40,50,25,15,15,88,24,20,5,5,5,5,5
Giants,Damontre,Moore,RE,79,69,73,65,78,56,44,52,29,19,14,15,45,45,77,87,10,95,85,71,21,0,Texas A&M,Texas,DeSoto,35,25,45,33,44,30,45,45,45,45,45,87,67,63,88,55,50,65,22,20,10,70,45,30,5,5,5,5,5
Giants,Justin,Trattou,RE,69,64,80,75,73,59,35,35,35,30,25,25,45,45,71,83,10,87,75,76,25,2,Florida,New Jersey,Ramsey,44,35,25,39,32,32,45,45,45,45,45,76,62,70,69,50,22,25,15,10,10,73,40,12,5,5,5,5,5
Giants,Adewale,Ojomo,RE,71,63,74,76,72,55,41,61,21,32,32,22,45,45,72,80,10,86,78,70,24,1,Miami,Florida,Miami,47,31,39,45,60,55,45,45,45,45,45,79,67,65,72,47,42,54,40,30,22,75,55,30,5,5,5,5,5
Giants,Chris,Snee,RG,76,90,64,92,54,95,22,40,9,11,5,14,93,81,28,30,10,92,85,91,31,9,Boston College,Pennsylvania,Montrose,10,15,10,10,10,10,86,90,86,88,79,10,10,28,32,16,12,12,15,15,15,20,10,15,5,5,5,5,5
