Team,First Name,Last Name,Position,Jersey,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Block,Power Move,Finessee Move,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Medium,Throw Accuracy Deep,Play Action,Throw On The Run
Giants,J.D.,Walton,C,55,76,60,65,79,58,77,25,22,22,20,20,77,87,35,58,10,89,85,95,20,15,10,10,10,10,85,20,15,40,29,20,13,15,12,10,10,20,10,12,5,5,5,5,5
Giants,Weston,Richburg,C,60,74,66,81,84,59,62,30,22,30,25,21,82,83,35,75,10,92,88,87,20,12,10,30,10,10,87,10,10,20,30,15,12,15,15,15,15,12,10,15,5,5,5,5,5
Giants,Dallas,Reynolds,C,61,66,54,64,88,49,68,45,45,30,25,25,80,69,30,54,10,90,72,93,20,12,10,30,10,10,77,10,10,20,28,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Giants,Dominique,Rodgers-Cromartie,CB,21,87,98,95,46,96,83,73,62,40,25,25,45,45,40,99,75,90,92,65,30,80,80,30,84,86,45,32,45,35,60,78,96,82,85,55,45,50,62,50,5,5,5,5,5
Giants,Prince,Amukamara,CB,20,84,93,92,64,90,75,67,66,30,22,15,45,45,66,91,55,92,96,70,35,75,74,30,80,84,45,46,66,60,77,74,89,83,75,65,20,65,82,35,5,5,5,5,5
Giants,Zack,Bowman,CB,31,77,90,91,57,91,76,76,66,38,25,25,45,45,44,89,65,79,89,87,25,45,65,25,70,76,45,20,33,31,66,71,82,78,72,60,40,40,70,30,5,5,5,5,5
Giants,Walter,Thurmond III,CB,24,77,90,93,45,93,73,69,60,16,14,17,45,45,54,86,70,80,88,90,28,74,66,15,82,84,45,20,29,38,55,70,85,79,55,56,28,39,59,26,5,5,5,5,5
Giants,Trumaine,McBride,CB,38,75,86,90,54,88,75,58,60,35,20,20,45,45,50,87,65,94,92,79,25,45,65,20,75,80,45,24,41,32,69,72,83,78,30,30,30,52,55,30,5,5,5,5,5
Giants,Jayron,Hosley,CB,28,73,92,91,45,91,67,71,55,32,15,15,45,45,45,85,71,88,95,55,21,79,77,25,69,78,40,25,35,54,65,73,74,85,56,45,15,32,62,25,15,10,10,5,10
Giants,Bennett,Jackson,CB,36,64,90,92,52,87,42,71,69,30,25,24,45,45,64,89,40,95,88,75,35,65,75,44,68,74,45,39,45,53,77,52,71,81,64,62,33,60,75,25,5,5,5,5,5
Giants,Charles,James,CB,37,63,90,84,59,89,52,63,66,25,19,17,45,45,47,85,76,88,91,69,15,71,74,32,72,78,45,25,30,46,62,63,72,79,45,44,35,35,40,32,5,5,5,5,5
Giants,Cullen,Jenkins,DT,99,82,65,80,88,63,88,23,40,31,10,28,45,45,81,42,10,91,78,86,10,30,10,10,10,10,45,82,54,75,82,81,19,25,15,15,15,70,14,15,5,5,5,5,5
Giants,Johnathan,Hankins,DT,95,74,60,81,92,64,61,35,45,10,11,10,45,45,89,67,10,92,73,72,35,10,25,40,15,11,45,77,43,91,81,68,20,44,15,16,10,65,10,12,5,5,5,5,5
Giants,Mike,Patterson,DT,93,73,62,79,76,65,81,20,40,15,15,14,45,45,73,69,10,86,75,92,10,28,10,10,10,10,45,64,74,67,75,85,25,35,15,15,15,65,12,15,5,5,5,5,5
Giants,Jay,Bromley,DT,96,70,70,86,84,68,53,35,20,25,20,20,45,45,75,79,10,95,74,75,25,15,10,10,10,10,45,85,56,83,80,49,15,25,12,10,10,72,10,12,5,5,5,5,5
Giants,Markus,Kuhn,DT,78,65,70,82,86,68,49,36,40,25,20,20,45,45,73,84,10,92,67,81,19,12,10,10,10,10,45,74,47,83,76,54,19,29,12,10,10,85,10,12,5,5,5,5,5
Giants,Kelcy,Quarles,DT,97,64,69,82,84,73,45,39,40,10,21,20,45,45,72,63,10,91,74,76,25,15,10,10,25,35,45,78,55,73,86,52,15,25,15,15,10,69,25,35,5,5,5,5,5
Giants,Henry,Hynoski,FB,45,83,69,75,84,65,75,70,68,30,40,40,82,66,54,60,30,76,84,85,74,46,52,80,55,60,91,30,20,30,60,15,12,15,66,72,63,20,10,55,20,15,10,10,10
Giants,John,Conner,FB,39,78,72,81,77,68,74,52,72,28,31,31,81,57,47,65,30,90,80,88,75,45,58,72,66,61,81,10,10,40,48,30,10,17,32,45,42,25,25,45,20,15,10,10,10
Giants,Stevie,Brown,FS,27,82,85,86,66,82,76,78,62,30,25,25,45,45,73,82,40,92,88,82,45,35,44,35,50,52,45,61,45,68,80,73,65,84,45,40,20,77,46,15,15,10,10,15,15
Giants,Quintin,Demps,FS,35,77,87,88,58,86,75,60,70,25,25,25,45,45,64,86,72,90,91,78,40,50,80,40,55,77,45,46,56,47,77,73,62,75,45,40,35,71,64,12,15,10,10,15,15
Giants,Nat,Berhe,FS,34,68,87,92,64,85,39,61,65,30,20,15,45,45,67,85,45,92,88,74,49,64,59,35,60,64,45,55,45,52,83,68,72,71,42,35,20,80,65,15,15,10,10,15,15
Giants,Rashad,Jennings,HB,23,82,86,89,78,81,79,83,89,33,10,9,45,49,22,68,40,94,83,87,90,65,88,90,83,78,33,10,10,22,40,17,10,31,66,73,69,20,20,50,35,30,20,15,15
Giants,David,Wilson,HB,22,75,95,94,65,92,68,69,70,30,25,25,45,45,30,92,82,69,89,78,69,85,79,66,76,94,39,10,10,21,28,20,15,20,57,71,44,20,20,63,25,20,15,15,15
Giants,Peyton,Hillis,HB,33,73,82,81,83,77,82,69,73,30,25,25,57,70,50,85,65,87,87,98,85,52,86,93,87,75,64,20,20,20,39,15,12,15,69,64,70,20,10,64,30,22,16,10,14
Giants,Andre,Williams,HB,44,66,86,87,72,79,55,50,78,32,20,22,50,55,45,89,57,82,93,78,85,60,81,73,69,74,50,10,10,42,44,21,15,13,39,49,40,12,10,49,35,30,20,15,15
Giants,Michael,Cox,HB,29,64,86,88,75,85,38,60,81,29,15,11,62,57,36,95,55,91,85,82,83,63,76,84,76,74,59,10,10,22,35,17,15,25,54,60,42,35,20,54,35,30,20,15,15
Giants,Josh,Brown,K,3,83,60,64,25,55,82,27,40,30,90,88,21,19,15,30,10,90,88,65,10,17,10,10,10,10,21,10,10,15,22,30,10,30,15,15,15,12,10,15,35,30,25,20,20
Giants,Robert,Ayers,LE,91,81,77,81,78,75,74,42,40,36,37,16,45,45,92,69,10,89,74,80,10,55,10,10,35,10,45,78,62,74,88,77,45,35,20,15,15,78,24,25,5,5,5,5,5
Giants,Damontre,Moore,LE,98,71,73,88,65,78,60,44,52,29,14,15,45,45,75,87,10,90,66,71,35,25,45,33,44,30,45,87,67,63,88,55,50,56,22,20,10,70,45,30,5,5,5,5,5
Giants,Geoff,Schwartz,LG,74,80,53,72,92,51,75,40,40,30,25,25,88,78,30,40,10,93,84,88,20,12,10,30,10,10,80,10,10,20,29,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Giants,James,Brewer,LG,73,75,58,77,88,64,69,30,40,25,24,22,84,75,34,60,10,81,84,79,20,15,10,25,10,10,73,10,10,15,23,10,12,15,12,10,10,20,10,12,5,5,5,5,5
Giants,Troy,Kropog,LG,70,72,67,76,78,63,64,29,40,31,27,15,76,81,65,29,10,92,82,97,10,18,10,10,10,10,73,66,39,56,55,45,11,16,15,15,15,45,10,15,5,5,5,5,5
Giants,Jameel,McClain,LOLB,53,76,79,78,75,73,77,52,65,22,26,24,45,45,78,72,10,84,88,85,35,24,35,45,20,25,45,78,69,79,83,73,55,68,20,20,15,88,40,30,5,5,5,5,5
Giants,Devon,Kennard,LOLB,59,66,84,83,74,76,59,47,55,15,27,24,45,45,79,75,10,75,84,84,45,25,15,30,33,32,45,82,64,65,75,52,54,67,35,33,15,73,49,25,5,5,5,5,5
Giants,Will,Beatty,LT,65,75,65,82,88,66,82,19,40,21,19,28,90,73,23,32,0,84,87,94,10,16,10,10,10,10,92,10,10,23,31,29,8,16,15,15,15,20,10,15,5,5,5,5,5
Giants,Charles,Brown,LT,71,70,63,85,84,68,77,55,49,24,25,25,83,74,32,64,10,89,79,69,25,20,35,35,22,25,86,15,15,15,21,10,12,15,39,55,40,15,10,35,5,5,5,5,5
Giants,Jon,Beason,MLB,52,79,84,86,67,86,89,66,60,25,20,21,45,45,85,80,15,83,92,89,35,74,50,70,40,75,45,54,65,69,86,88,60,62,40,20,15,84,55,15,5,5,5,5,5
Giants,Mark,Herzlich,MLB,58,71,74,82,75,75,73,72,55,20,14,17,45,45,88,74,10,73,88,98,47,29,35,45,35,40,45,55,44,66,87,81,50,68,48,55,20,86,40,25,5,5,5,5,5
Giants,Terrell,Manning,MLB,50,64,76,83,69,85,64,66,60,25,20,20,45,45,79,82,5,77,88,69,33,21,25,35,15,30,45,58,76,66,74,63,69,77,15,15,15,85,72,25,5,5,5,5,5
Giants,Steve,Weatherford,P,5,76,80,82,45,76,80,20,40,48,94,82,30,23,23,48,10,90,85,60,10,34,55,10,40,55,30,10,10,23,23,26,10,30,12,10,10,12,10,12,30,30,25,20,20
Giants,Eli,Manning,QB,10,81,65,66,54,59,87,25,51,88,15,18,18,12,19,47,10,98,95,95,20,30,48,34,48,53,18,10,10,19,22,14,10,21,15,15,15,12,10,15,84,79,72,63,73
Giants,Ryan,Nassib,QB,9,71,67,76,65,73,48,33,70,88,15,14,24,22,33,75,13,95,95,89,33,37,69,45,60,64,24,20,20,31,40,22,14,12,15,15,15,12,10,15,83,85,70,72,73
Giants,Curtis,Painter,QB,17,69,65,64,64,50,65,23,50,86,21,18,25,32,22,48,10,88,96,75,45,40,35,25,25,35,25,10,10,22,24,22,10,14,15,15,15,12,10,15,83,74,63,62,75
Giants,Jason,Pierre-Paul,RE,90,87,85,93,80,84,77,35,37,33,22,21,45,45,92,85,10,93,92,70,25,40,35,10,64,26,45,63,83,74,90,75,40,55,25,15,15,88,24,20,5,5,5,5,5
Giants,Mathias,Kiwanuka,RE,94,72,74,82,75,71,76,43,60,28,8,19,45,45,66,78,14,85,76,79,15,10,10,10,10,25,45,65,80,65,72,73,51,54,15,15,15,80,58,15,5,5,5,5,5
Giants,Chris,Snee,RG,76,83,63,69,89,54,93,22,40,9,5,14,84,75,28,30,10,92,85,91,10,15,10,10,10,10,86,10,10,28,32,16,12,12,15,15,15,20,10,15,5,5,5,5,5
Giants,John,Jerry,RG,77,75,58,65,91,51,74,30,30,9,22,20,79,78,34,58,10,79,55,66,10,20,10,10,10,10,81,10,10,34,21,10,12,12,12,10,10,20,10,12,5,5,5,5,5
Giants,Brandon,Mosley,RG,75,69,66,79,93,65,56,35,40,12,14,13,82,71,35,80,10,88,93,93,25,10,10,10,10,10,75,10,10,25,23,15,9,14,15,15,15,20,10,15,5,5,5,5,5
Giants,Eric,Herman,RG,62,64,55,71,94,51,50,22,40,31,27,15,81,72,45,67,10,97,78,94,10,15,10,10,10,10,67,45,40,22,29,21,7,16,15,15,15,35,10,15,5,5,5,5,5
Giants,Spencer,Paysinger,ROLB,54,77,79,85,68,82,80,60,58,33,25,24,45,45,85,74,10,90,85,70,35,32,22,18,30,45,45,62,66,76,83,78,60,69,20,20,15,67,55,25,5,5,5,5,5
Giants,Jacquian,Williams,ROLB,57,75,85,87,64,83,72,55,60,25,20,20,45,45,72,84,15,90,88,75,55,30,50,45,49,55,45,75,64,64,87,71,71,82,42,55,22,76,55,12,5,5,5,5,5
Giants,Justin,Pugh,RT,67,80,67,79,82,72,71,54,60,16,21,23,85,80,35,75,11,90,92,74,35,15,15,10,10,10,86,10,10,25,28,10,15,20,15,15,15,23,10,20,5,5,5,5,5
Giants,Steven,Baker,RT,68,63,70,68,77,58,57,35,40,35,26,34,71,76,44,81,11,92,76,80,15,11,10,10,10,10,78,10,10,40,39,10,12,12,15,15,15,15,10,15,5,5,5,5,5
Giants,Antrel,Rolle,SS,26,86,86,89,63,91,87,72,65,67,15,15,45,45,69,90,75,89,94,90,55,89,91,52,85,94,45,57,68,57,74,81,69,85,35,30,20,50,88,20,42,48,55,15,28
Giants,Cooper,Taylor,SS,30,68,89,87,68,80,38,64,67,35,15,19,45,45,71,89,35,82,88,84,69,46,54,49,45,55,45,68,56,66,79,66,68,75,46,44,15,73,74,15,15,10,10,15,15
Giants,Kellen,Davis,TE,87,74,74,76,78,72,75,70,71,35,30,30,69,56,48,82,10,90,80,84,66,35,70,55,50,65,76,25,25,40,30,20,15,20,65,77,63,12,18,75,15,10,5,5,10
Giants,Adrien,Robinson,TE,81,72,84,86,56,86,57,75,74,25,15,19,72,64,44,92,11,89,87,72,73,70,75,68,72,77,67,10,10,49,33,22,10,20,84,67,52,12,10,62,15,10,5,5,10
Giants,Daniel,Fells,TE,85,71,74,76,71,73,71,68,65,30,25,25,71,56,40,86,20,74,88,68,55,36,50,56,64,70,74,10,10,40,40,10,12,15,65,73,67,25,25,66,10,10,10,10,10
Giants,Larry,Donnell,TE,84,68,73,81,73,78,55,70,73,67,33,32,67,62,45,82,25,92,84,75,69,49,70,72,67,72,72,20,20,45,44,13,12,15,75,68,57,45,25,66,52,49,44,40,55
Giants,Xavier,Grimble,TE,89,65,75,74,67,69,51,74,72,13,15,19,70,62,45,78,10,90,82,65,72,55,74,70,65,66,63,10,10,52,40,13,26,23,71,76,50,15,10,60,15,10,5,5,10
Giants,Zak,DeOssie,TE,51,57,75,82,72,80,78,62,65,30,15,15,79,68,73,75,10,89,86,92,25,34,35,55,15,25,59,65,77,72,85,69,56,70,44,45,43,62,47,15,5,5,5,5,5
Giants,Victor,Cruz,WR,80,87,94,93,61,93,84,87,69,25,21,22,47,31,16,93,79,94,92,75,55,91,88,44,87,92,41,10,10,45,35,25,11,30,91,83,86,20,35,83,15,10,5,5,10
Giants,Mario,Manningham,WR,86,77,92,89,47,90,77,79,69,35,32,32,48,25,25,92,72,73,87,76,50,95,85,45,87,94,34,10,10,35,45,20,15,20,93,73,76,12,18,67,15,10,5,5,10
Giants,Rueben,Randle,WR,82,77,90,84,67,87,73,82,75,72,25,20,51,47,35,82,76,94,93,85,69,64,82,62,87,67,52,10,10,57,47,18,17,25,82,86,73,35,15,85,15,10,5,5,10
Giants,Odell,Beckham Jr.,WR,13,75,93,96,44,94,57,84,62,25,22,24,44,40,40,90,85,94,93,87,39,84,89,50,83,91,41,10,10,45,39,22,18,22,83,73,80,15,45,69,15,10,10,5,10
Giants,Jerrel,Jernigan,WR,12,74,91,94,38,95,73,81,67,54,19,19,60,25,24,83,81,89,94,67,42,92,85,47,83,92,32,10,10,35,59,25,18,26,77,84,66,15,15,64,44,40,35,22,57
Giants,Preston,Parker,WR,83,68,87,91,53,89,65,73,65,40,25,25,49,40,32,86,62,87,84,70,55,90,67,54,77,88,43,10,10,35,35,15,10,22,77,69,70,12,10,64,25,25,25,21,20
Giants,Trindon,Holliday,WR,15,67,98,97,34,95,69,70,67,15,19,12,49,20,15,88,97,78,87,40,35,95,94,24,88,95,22,10,10,35,29,25,11,20,71,63,64,12,10,40,35,30,20,15,15
Giants,Julian,Talley,WR,19,63,90,91,55,88,50,69,66,40,30,28,50,45,35,96,55,89,86,72,49,68,72,64,73,76,45,10,10,35,40,20,11,20,74,66,63,12,19,67,25,20,15,10,15
Jaguars,Mike,Brewster,C,60,70,62,59,90,63,71,30,40,25,20,20,80,74,40,70,10,88,92,90,11,10,10,10,10,10,75,15,10,15,22,15,12,15,12,10,10,35,10,12,5,5,5,5,5
Jaguars,Luke,Bowanko,C,70,66,57,71,86,54,60,29,40,29,12,14,76,79,39,74,10,92,80,75,25,10,10,10,10,10,77,10,10,29,44,31,12,11,15,15,15,20,10,15,5,5,5,5,5
Jaguars,Patrick,Lewis,C,61,65,51,77,84,57,62,25,40,30,25,25,73,78,55,76,10,95,84,82,20,12,10,10,10,10,81,15,20,35,45,25,12,15,12,10,10,58,10,12,5,5,5,5,5
Jaguars,Alan,Ball,CB,23,78,87,89,57,85,80,51,55,35,20,20,45,45,68,85,65,88,90,79,20,30,65,20,60,70,45,49,52,38,75,76,78,87,35,30,35,58,63,30,5,5,5,5,5
Jaguars,Will,Blackmon,CB,24,76,91,93,52,93,76,72,72,24,10,11,45,45,60,87,90,81,96,78,10,87,85,20,91,93,45,15,25,60,79,72,79,78,40,48,62,30,54,58,5,5,5,5,5
Jaguars,Dwayne,Gratz,CB,27,75,90,88,64,88,65,66,55,25,15,15,45,45,67,90,55,97,94,87,33,74,70,36,64,74,45,35,39,59,80,57,84,80,39,45,20,72,86,12,5,5,5,5,5
Jaguars,Demetrius,McCray,CB,35,71,91,93,42,86,50,60,65,26,8,10,45,45,60,95,45,94,91,67,10,48,45,10,75,72,45,20,29,41,75,64,80,77,35,20,15,59,84,15,5,5,5,5,5
Jaguars,Mike,Harris,CB,20,70,86,87,40,94,61,62,58,20,15,13,45,45,62,88,42,88,90,76,22,70,61,15,66,71,45,35,44,50,69,70,80,76,39,15,25,64,52,20,5,5,5,5,5
Jaguars,Aaron,Colvin,CB,41,69,88,86,48,89,60,50,61,35,20,20,45,45,61,84,45,76,87,76,24,70,69,30,64,70,45,28,35,40,70,68,74,83,34,32,30,55,67,30,5,5,5,5,5
Jaguars,Jeremy,Harris,CB,31,68,90,89,41,92,63,54,62,12,18,10,45,45,56,90,50,93,90,70,10,50,49,25,67,74,45,32,33,45,74,62,72,76,45,20,35,50,62,15,5,5,5,5,5
Jaguars,Jamell,Fleming,CB,29,67,90,93,67,86,47,66,65,36,26,26,45,45,43,85,41,81,92,74,40,65,59,38,74,76,45,29,38,44,67,71,74,83,50,36,44,64,57,35,5,5,5,5,5
Jaguars,Sen'Derrick,Marks,DT,99,80,67,83,79,68,78,33,40,21,17,15,45,45,77,66,10,84,78,80,10,35,10,10,10,10,45,76,86,74,76,72,12,24,15,15,15,52,12,15,5,5,5,5,5
Jaguars,Ziggy,Hood,DT,92,76,66,75,83,66,78,25,40,20,20,20,45,45,75,70,10,87,74,79,10,10,10,10,10,10,45,65,75,76,75,74,15,30,15,15,15,62,10,15,5,5,5,5,5
Jaguars,Roy,Miller,DT,97,74,59,72,87,54,74,28,40,25,15,14,45,45,84,40,10,96,79,82,10,35,10,10,10,10,45,77,43,84,85,75,20,19,12,10,10,58,10,20,5,5,5,5,5
Jaguars,Jordan,Miller,DT,96,68,62,84,85,58,65,35,24,25,26,20,45,45,79,65,5,95,69,75,35,12,15,25,10,10,45,81,48,69,70,58,15,25,12,10,10,67,10,12,5,5,5,5,5
Jaguars,Abry,Jones,DT,95,63,54,69,87,56,44,40,42,36,20,20,45,45,80,66,10,87,76,84,22,15,20,28,25,20,45,73,63,78,72,55,20,30,15,25,15,70,25,25,5,5,5,5,5
Jaguars,Will,Ta'ufo'ou,FB,45,72,69,78,83,72,69,61,71,22,47,35,77,58,55,55,25,88,81,85,68,45,55,80,45,62,72,25,25,49,55,25,10,30,35,44,40,70,36,35,5,5,5,5,5
Jaguars,Bradie,Ewing,FB,33,70,76,73,59,67,68,70,75,30,25,25,78,55,42,86,25,92,85,93,56,45,52,66,45,40,78,15,15,25,39,35,12,15,35,60,44,20,10,40,5,5,5,5,5
Jaguars,Sherrod,Martin,FS,25,72,87,90,58,88,66,60,55,25,15,14,45,45,52,90,53,92,91,72,20,55,49,25,60,66,45,44,50,59,69,65,72,76,50,52,19,74,75,20,15,10,10,15,15
Jaguars,Josh,Evans,FS,26,71,86,87,61,88,64,54,64,35,15,17,45,45,72,85,60,89,91,75,45,54,39,55,40,45,45,63,54,64,72,49,68,74,35,28,15,87,74,12,5,5,5,5,5
Jaguars,Chris,Prosinski,FS,42,70,93,93,56,81,67,57,65,35,15,19,45,45,69,93,45,93,87,74,55,49,49,23,63,65,45,41,47,50,64,47,64,70,25,35,15,67,67,15,15,10,10,15,15
Jaguars,Toby,Gerhart,HB,21,79,85,85,78,86,77,69,87,65,20,22,59,69,55,72,39,89,91,95,89,60,90,88,86,78,66,25,35,45,55,35,19,22,33,55,48,25,15,70,55,52,47,28,55
Jaguars,Jordan,Todman,HB,30,72,94,91,60,90,62,71,76,30,11,21,35,36,25,82,81,85,87,70,64,81,80,53,74,88,40,10,10,25,39,12,13,12,66,64,38,20,20,49,35,30,20,15,15
Jaguars,Denard,Robinson,HB,16,69,93,96,45,95,48,74,73,74,20,19,43,42,25,91,65,85,91,78,49,89,81,50,85,92,39,15,20,15,19,15,15,20,77,65,52,12,13,64,66,63,61,45,66
Jaguars,Storm,Johnson,HB,34,67,85,90,68,82,52,73,74,32,20,22,45,65,45,80,55,93,87,77,84,54,83,86,85,72,50,10,10,42,44,21,15,13,52,65,61,12,10,64,35,30,20,15,15
Jaguars,Josh,Scobee,K,10,90,56,56,30,52,85,20,40,8,93,92,11,10,21,30,10,87,85,50,10,20,10,10,10,10,11,10,10,21,10,23,10,14,15,15,15,12,10,15,35,30,25,20,20
Jaguars,Red,Bryant,LE,79,83,69,79,94,64,87,49,35,26,25,25,45,45,91,72,10,88,74,84,20,12,15,35,10,10,45,78,45,90,86,84,15,30,15,15,15,75,15,15,5,5,5,5,5
Jaguars,Tyson,Alualu,LE,93,79,69,82,89,69,82,22,35,27,33,30,45,45,86,75,10,95,75,80,10,17,10,10,10,10,45,79,45,81,85,76,19,66,12,10,10,84,10,12,5,5,5,5,5
Jaguars,Ryan,Davis,LE,59,70,76,84,74,82,58,54,65,24,15,17,45,45,68,82,10,90,74,76,56,35,49,35,65,44,45,69,87,64,77,57,35,58,35,33,10,71,10,40,5,5,5,5,5
Jaguars,Gerald,Rivers,LE,94,61,84,88,71,74,42,45,45,35,30,30,45,45,67,89,10,88,73,75,48,32,40,55,25,25,45,65,76,64,74,44,25,35,15,10,10,71,35,12,5,5,5,5,5
Jaguars,Brandon,Linder,LG,65,72,55,72,88,53,63,35,35,20,12,12,75,81,33,66,10,93,79,88,25,10,10,10,10,10,78,10,10,33,30,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Jaguars,Drew,Nowak,LG,64,67,56,74,78,60,68,55,59,22,20,20,77,73,45,72,10,90,82,75,40,28,35,37,40,35,76,66,45,59,61,35,15,15,54,40,25,55,10,45,5,5,5,5,5
Jaguars,Dekoda,Watson,LOLB,57,76,86,87,65,85,72,56,35,25,22,22,45,45,81,88,10,84,89,64,25,45,37,66,10,65,45,64,79,66,89,69,73,78,35,20,15,65,55,30,5,5,5,5,5
Jaguars,John,Lotulelei,LOLB,53,67,80,82,75,75,62,45,55,10,25,21,45,45,83,84,10,90,84,88,44,35,45,39,41,42,45,65,51,78,78,64,56,66,15,15,15,87,45,12,5,5,5,5,5
Jaguars,Chris,Smith,LOLB,98,66,82,86,86,73,52,54,59,24,15,17,45,45,82,88,10,93,83,68,55,35,49,44,65,46,45,84,73,65,76,48,55,60,35,45,10,74,24,12,5,5,5,5,5
Jaguars,Luke,Joeckel,LT,76,78,65,87,87,74,68,40,50,25,21,19,81,87,45,74,10,87,95,86,35,30,25,10,10,10,92,40,30,40,50,30,12,15,25,35,28,40,10,35,5,5,5,5,5
Jaguars,Paul,Posluszny,MLB,51,82,76,83,76,80,90,61,65,30,8,14,45,45,87,79,10,87,98,95,10,45,38,52,10,50,45,65,52,76,86,92,65,75,30,25,15,80,65,15,5,5,5,5,5
Jaguars,LaRoy,Reynolds,MLB,56,66,84,79,82,77,65,60,60,30,20,20,45,45,79,88,10,88,85,76,44,35,27,40,30,40,45,70,54,72,82,57,65,73,25,15,15,88,54,15,5,5,5,5,5
Jaguars,Allen,Bradford,MLB,43,65,83,84,75,86,65,52,85,30,25,25,45,45,78,74,45,78,83,78,86,47,80,85,67,73,45,62,45,73,81,64,55,67,40,42,29,77,20,66,35,30,20,15,15
Jaguars,Nathan,Stupar,MLB,54,63,82,86,76,73,66,54,60,37,18,35,45,45,73,81,10,92,88,72,44,15,22,25,10,17,45,61,48,68,71,77,54,72,20,15,15,64,55,20,5,5,5,5,5
Jaguars,Bryan,Anger,P,19,78,68,72,55,74,72,65,60,50,91,92,25,19,25,75,10,97,85,82,25,35,22,10,35,55,22,10,10,13,10,28,11,25,35,43,15,12,10,15,30,30,25,20,20
Jaguars,Blake,Bortles,QB,5,78,73,76,65,79,59,60,62,92,??,??,28,22,21,81,10,96,93,85,49,65,75,40,67,69,15,10,10,19,24,25,15,20,40,32,30,12,10,26,86,79,76,79,78
Jaguars,Chad,Henne,QB,7,75,67,71,64,64,73,30,69,91,25,25,20,15,30,55,10,90,92,84,21,20,30,30,25,40,30,10,10,25,30,15,15,20,12,10,10,12,10,12,75,74,68,75,75
Jaguars,Stephen,Morris,QB,6,65,83,89,56,83,40,52,63,90,25,20,28,25,36,76,25,85,93,82,44,70,76,39,69,75,28,10,10,30,35,15,19,25,35,39,30,12,10,29,67,72,75,77,76
Jaguars,Ricky,Stanzi,QB,2,65,62,73,55,69,49,21,67,85,22,14,21,19,20,60,10,93,94,88,20,20,44,20,35,39,21,10,10,23,25,32,11,21,15,15,10,12,10,15,83,76,63,62,75
Jaguars,Chris,Clemons,RE,91,84,80,88,73,81,90,28,40,22,14,15,45,45,69,70,10,78,79,80,10,34,25,10,10,18,45,64,89,65,85,85,50,65,15,15,15,62,40,20,5,5,5,5,5
Jaguars,Jason,Babin,RE,58,80,74,83,83,74,84,15,40,12,24,22,45,45,72,64,10,87,74,88,10,39,10,10,25,15,45,88,61,73,78,85,40,65,20,15,15,50,30,30,5,5,5,5,5
Jaguars,Andre,Branch,RE,90,75,81,87,68,75,67,36,40,19,8,7,45,45,75,82,10,89,67,69,35,25,22,45,35,30,45,84,66,69,86,67,44,32,22,20,10,66,10,12,5,5,5,5,5
Jaguars,Zane,Beadles,RG,68,76,58,72,84,55,76,25,25,33,22,21,82,77,28,17,10,93,80,94,10,18,10,10,10,10,84,10,10,19,41,14,16,15,15,15,15,20,10,15,5,5,5,5,5
Jaguars,Jacques,McClendon,RG,66,70,54,72,87,57,55,17,40,21,20,11,82,79,19,39,10,75,75,72,10,21,10,10,10,10,76,10,10,16,20,26,13,16,15,15,15,20,10,15,5,5,5,5,5
Jaguars,Sam,Young,RG,74,69,54,64,83,48,68,22,35,26,20,20,83,79,17,55,10,93,82,68,10,20,10,10,10,10,58,10,10,17,19,29,11,12,15,15,15,27,10,15,5,5,5,5,5
Jaguars,Geno,Hayes,ROLB,55,75,84,88,65,86,74,63,57,25,20,20,45,45,78,86,5,92,95,66,25,30,25,35,15,30,45,55,73,64,88,71,68,78,15,15,15,83,55,12,5,5,5,5,5
Jaguars,J.T.,Thomas,ROLB,52,68,80,81,66,85,65,55,50,22,10,10,45,45,76,74,10,81,88,89,10,35,27,12,10,40,45,53,63,71,85,64,71,73,45,40,10,75,55,20,5,5,5,5,5
Jaguars,Telvin,Smith,ROLB,50,64,90,95,62,88,45,72,64,25,20,20,45,45,68,78,15,90,87,74,56,45,50,45,52,62,45,60,70,61,77,62,69,75,62,60,22,82,60,12,5,5,5,5,5
Jaguars,Cameron,Bradfield,RT,78,74,65,80,84,62,69,45,45,30,20,20,79,75,42,72,5,87,75,75,20,12,10,30,10,10,81,10,10,20,20,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Jaguars,Austin,Pasztor,RT,67,74,54,65,79,54,76,35,44,25,20,20,81,76,39,72,10,95,76,74,11,10,10,10,10,10,75,15,10,15,22,15,12,15,12,10,10,35,10,12,5,5,5,5,5
Jaguars,Johnathan,Cyprien,SS,37,77,82,88,65,85,61,65,65,15,14,13,45,45,75,91,40,93,92,82,65,55,60,70,55,62,45,69,49,79,82,55,78,77,70,64,25,91,73,35,5,5,5,5,5
